Proteome_ID	tree_tip_label	Tax_ID	species	Proteome Size	busco_score	busco_dataset	pfam_domains_present	KEGG_pathways_present	Reactome_pathways_present	habitat	cellularity	superkingdom	kingdom	phylum	subphylum	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	model_organism
UP000265140	ESOLU	8010	Esox lucius	23942	97.7	eukaryota_odb12	6063	68.72882593379013	569.5833383201685	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Esociformes	NA	NA	Esocidae	NA	Esox	n
UP000265120	CYNSE	244447	Cynoglossus semilaevis	21333	97.7	eukaryota_odb12	5874	0	553.2454188071678	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Pleuronectiformes	Pleuronectoidei	NA	Cynoglossidae	Cynoglossinae	Cynoglossus	n
UP000005226	TAKRU	31033	Takifugu rubripes	20591	95.3	eukaryota_odb12	5797	119.9006389437159	533.3951509949986	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Tetraodontiformes	Tetraodontoidei	Tetradontoidea	Tetraodontidae	NA	Takifugu	y
UP000265040	ANATE	64144	Anabas testudineus	24545	99.2	eukaryota_odb12	5496	0	560.0482712763338	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Anabantiformes	Anabantoidei	NA	Anabantidae	NA	Anabas	n
UP000246464	SCOMX	52904	Scophthalmus maximus	21116	87.6	eukaryota_odb12	5765	0	507.1180852924004	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Pleuronectiformes	Pleuronectoidei	NA	Scophthalmidae	NA	Scophthalmus	n
UP000007635	GASAC	69293	Gasterosteus aculeatus	20665	96.1	eukaryota_odb12	5672	121.38307755653113	539.2344213329611	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Perciformes	Cottioidei	NA	Gasterosteidae	NA	Gasterosteus	n
UP000261580	NEOBR	32507	Neolamprologus brichardi	23549	89.9	eukaryota_odb12	5788	0	547.8820132081328	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Cichlomorphae	Cichliformes	NA	NA	Cichlidae	Pseudocrenilabrinae	Neolamprologus	n
UP000257160	AMPOC	80972	Amphiprion ocellaris	23428	99.2	eukaryota_odb12	5975	0	559.9874264334006	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	NA	NA	NA	Pomacentridae	NA	Amphiprion	n
UP000001038	ORYLA	8090	Oryzias latipes	23617	94.6	eukaryota_odb12	5921	12.739858855199053	549.0622190002433	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Atherinomorphae	Beloniformes	Adrianichthyoidei	NA	Adrianichthyidae	Oryziinae	Oryzias	y
UP000002852	XIPMA	8083	Xiphophorus maculatus	23670	98.4	eukaryota_odb12	5971	12.245685254958948	553.8794708268064	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Atherinomorphae	Cyprinodontiformes	Cyprinodontoidei	NA	Poeciliidae	Poeciliinae	Xiphophorus	n
UP000265020	CYPVA	28743	Cyprinodon variegatus	22943	92.2	eukaryota_odb12	5864	12.231986959277046	550.3371200362046	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Atherinomorphae	Cyprinodontiformes	Cyprinodontoidei	NA	Cyprinodontidae	Cyprinodontinae	Cyprinodon	n
UP000008672	LATCH	7897	Latimeria chalumnae	19568	84.5	eukaryota_odb12	5833	62.217373181403126	549.8635896677856	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Coelacanthimorpha	NA	NA	Coelacanthiformes	NA	NA	Coelacanthidae	NA	Latimeria	n
UP000008143	XENTR	8364	Xenopus tropicalis	35973	85.3	eukaryota_odb12	5220	60.93462155791809	516.0922834539019	Amphibian	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Amphibia	NA	Batrachia	Anura	NA	Pipoidea	Pipidae	Xenopodinae	Xenopus	y
UP000186698	XENLA	8355	Xenopus laevis	43235	95.3	eukaryota_odb12	6129	65.822132520858	572.3725489805436	Amphibian	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Amphibia	NA	Batrachia	Anura	NA	Pipoidea	Pipidae	Xenopodinae	Xenopus	y
UP000001646	ANOCA	28377	Anolis carolinensis	18525	88.4	eukaryota_odb12	5859	63.59472895038933	543.6784000033888	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Lepidosauria	NA	NA	Squamata	Iguania	NA	Dactyloidae	NA	Anolis	n
UP000007267	PELSI	13735	Pelodiscus sinensis	18109	82.2	eukaryota_odb12	5775	63.674219411828076	536.7665087312146	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	NA	NA	NA	Testudines	Cryptodira	Trionychia	Trionychidae	NA	Pelodiscus	n
UP000007754	TAEGU	59729	Taeniopygia guttata	17428	95.3	eukaryota_odb12	5903	64.89291052796052	534.1407018699483	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Aves	NA	NA	Passeriformes	NA	Passeroidea	Estrildidae	Estrildinae	Taeniopygia	n
UP000016665	FICAL	59894	Ficedula albicollis	15289	95.3	eukaryota_odb12	5714	61.70553976299501	513.1545900465042	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Aves	NA	NA	Passeriformes	NA	NA	Muscicapidae	NA	Ficedula	n
UP000296049	ANAPL	8839	Anas platyrhynchos	16574	68.2	eukaryota_odb12	5010	0	427.75324272999137	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Aves	NA	Galloanserae	Anseriformes	NA	NA	Anatidae	Anatinae	Anas	n
UP000001645	MELGA	9103	Meleagris gallopavo	14164	82.2	eukaryota_odb12	5450	60.796081591987445	484.36612204949756	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Aves	NA	Galloanserae	Galliformes	NA	NA	Phasianidae	Meleagridinae	Meleagris	n
UP000000539	CHICK	9031	Gallus gallus	18117	96.9	eukaryota_odb12	5920	65.99880079313294	549.1811236817696	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Aves	NA	Galloanserae	Galliformes	NA	NA	Phasianidae	Phasianinae	Gallus	y
UP000002279	ORNAN	9258	Ornithorhynchus anatinus	21677	92.2	eukaryota_odb12	6121	227.10184179635388	561.4575978175257	Amphibian	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	NA	Monotremata	NA	NA	Ornithorhynchidae	NA	Ornithorhynchus	n
UP000007648	SARHA	9305	Sarcophilus harrisii	18776	93.8	eukaryota_odb12	6206	227.60461307358878	561.086276236728	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	NA	Dasyuromorphia	NA	NA	Dasyuridae	NA	Sarcophilus	n
UP000002280	MONDO	13616	Monodelphis domestica	21223	96.9	eukaryota_odb12	6266	225.8243396213559	554.689856497571	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	NA	Didelphimorphia	NA	NA	Didelphidae	Didelphinae	Monodelphis	n
UP000079721	ERIEU	9365	Erinaceus europaeus	19242	94.6	eukaryota_odb12	6437	0	586.2241925548522	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Eulipotyphla	NA	NA	Erinaceidae	Erinaceinae	Erinaceus	n
UP000007646	LOXAF	9785	Loxodonta africana	20015	96.1	eukaryota_odb12	6334	232.02816536764857	566.1050756769771	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Afrotheria	Proboscidea	NA	NA	Elephantidae	NA	Loxodonta	n
UP000001074	MYOLU	59463	Myotis lucifugus	19655	92.2	eukaryota_odb12	6190	227.11194872104215	549.6754806397265	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Chiroptera	Microchiroptera	NA	Vespertilionidae	NA	Myotis	n
UP000245320	TURTR	9739	Tursiops truncatus	17075	99.2	eukaryota_odb12	6520	0	575.2438111658056	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Artiodactyla	Whippomorpha	NA	Delphinidae	NA	Tursiops	n
UP000002356	SHEEP	9940	Ovis aries	21212	89.1	eukaryota_odb12	6471	226.24590478196026	568.1269146542566	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Artiodactyla	Ruminantia	NA	Bovidae	Caprinae	Ovis	n
UP000009136	BOVIN	9913	Bos taurus	23844	99.2	eukaryota_odb12	6534	228.9584342948672	582.8764152526059	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Artiodactyla	Ruminantia	NA	Bovidae	Bovinae	Bos	y
UP000002281	HORSE	9796	Equus caballus	20845	96.9	eukaryota_odb12	6518	232.05747759919456	574.1656529091993	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Perissodactyla	NA	NA	Equidae	NA	Equus	n
UP000011712	FELCA	9685	Felis catus	19645	96.9	eukaryota_odb12	6483	230.83127823508806	574.124977972938	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Carnivora	Feliformia	NA	Felidae	Felinae	Felis	n
UP000002254	CANLF	9615	Canis lupus	20624	96.1	eukaryota_odb12	6428	228.6616353666466	563.9629026731238	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Carnivora	Caniformia	NA	Canidae	NA	Canis	y
UP000291022	URSAM	9643	Ursus americanus	20403	83.7	eukaryota_odb12	6177	228.98054100944634	534.4911628837242	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Carnivora	Caniformia	NA	Ursidae	NA	Ursus	n
UP000000715	MUSPF	9669	Mustela putorius	19902	96.1	eukaryota_odb12	6218	0	558.3700842736846	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Laurasiatheria	Carnivora	Caniformia	NA	Mustelidae	Mustelinae	Mustela	n
UP000001811	RABIT	9986	Oryctolagus cuniculus	21178	82.2	eukaryota_odb12	6174	230.48131284626007	533.1620536177893	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Lagomorpha	NA	NA	Leporidae	NA	Oryctolagus	n
UP000005215	ICTTR	43179	Ictidomys tridecemlineatus	18440	93	eukaryota_odb12	6334	0	564.4453473214138	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Sciuromorpha	NA	Sciuridae	Xerinae	Ictidomys	n
UP000028990	FUKDA	885580	Fukomys damarensis	20401	88.4	eukaryota_odb12	6041	0	517.8139656962301	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Hystricomorpha	NA	Bathyergidae	NA	Fukomys	n
UP000005447	CAVPO	10141	Cavia porcellus	18247	100	eukaryota_odb12	6340	0	568.9207726189786	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Hystricomorpha	NA	Caviidae	NA	Cavia	n
UP000081671	DIPOR	10020	Dipodomys ordii	19730	93	eukaryota_odb12	6436	0	564.3870002227543	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Castorimorpha	NA	Heteromyidae	Dipodomyinae	Dipodomys	n
UP000000589	MOUSE	10090	Mus musculus	21982	100	eukaryota_odb12	6564	39.99935987882721	585.2758477105606	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Myomorpha	NA	Muridae	Murinae	Mus	y
UP000001075	CRIGR	10029	Cricetulus griseus	23874	72.9	eukaryota_odb12	5898	11.901510799401294	496.43402691305363	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Rodentia	Myomorpha	NA	Cricetidae	Cricetinae	Cricetulus	n
UP000005225	OTOGA	30611	Otolemur garnettii	19443	97.7	eukaryota_odb12	6327	238.66688814333793	570.6392462154731	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Strepsirrhini	NA	Galagidae	NA	Otolemur	n
UP000233160	PROCO	379532	Propithecus coquereli	17876	89.1	eukaryota_odb12	6309	0	559.6963457415775	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Strepsirrhini	NA	Indriidae	NA	Propithecus	n
UP000189704	TARSY	1868482	Carlito syrichta	19956	91.5	eukaryota_odb12	6362	0	563.7308807028943	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	NA	Tarsiidae	NA	Carlito	n
UP000008225	CALJA	9483	Callithrix jacchus	22587	99.2	eukaryota_odb12	6510	238.93891211688174	571.4206907290379	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	NA	Cebidae	Callitrichinae	Callithrix	n
UP000233020	AOTNA	37293	Aotus nancymaae	20363	98.4	eukaryota_odb12	6454	0	569.9183893535007	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	NA	Aotidae	NA	Aotus	n
UP000006718	MACMU	9544	Macaca mulatta	21868	97.7	eukaryota_odb12	6496	225.0817538332255	570.6545805446784	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	Cercopithecoidea	Cercopithecidae	Cercopithecinae	Macaca	n
UP000001073	NOMLE	61853	Nomascus leucogenys	20753	86.8	eukaryota_odb12	6465	221.6190081133063	566.09930850794	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	Hominoidea	Hylobatidae	NA	Nomascus	n
UP000001595	PONAB	9601	Pongo abelii	21992	92.2	eukaryota_odb12	6439	221.65035674292105	567.7199842783805	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	Hominoidea	Hominidae	Ponginae	Pongo	n
UP000005640	HUMAN	9606	Homo sapiens	20605	100	eukaryota_odb12	6635	227.26681262270031	592.5860290234111	Terrestrial	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	NA	Euarchontoglires	Primates	Haplorrhini	Hominoidea	Hominidae	Homininae	Homo	y
UP000000332	BRAP9	759914	Brachyspira pilosicoli	2301	94.8	bacteria_odb12	1457	33.23040808393294	21.12865969560174	NA	NA	Bacteria	NA	Spirochaetes	NA	Spirochaetia	NA	NA	Brachyspirales	NA	NA	Brachyspiraceae	NA	Brachyspira	n
UP000006048	TURPD	869212	Turneriella parva	4092	91.4	bacteria_odb12	1840	41.64889039646018	31.75097691252355	NA	NA	Bacteria	NA	Spirochaetes	NA	Spirochaetia	NA	NA	Leptospirales	NA	NA	Leptospiraceae	NA	Turneriella	n
UP000001807	BORBU	224326	Borreliella burgdorferi	1290	76.7	bacteria_odb12	773	12.011873543951324	10.290161560231683	NA	NA	Bacteria	NA	Spirochaetes	NA	Spirochaetia	NA	NA	Spirochaetales	NA	NA	Borreliaceae	NA	Borreliella	n
UP000000503	TRECH	744872	Treponema caldarium	2754	87.1	bacteria_odb12	1670	35.86443121790687	20.491446649505903	NA	NA	Bacteria	NA	Spirochaetes	NA	Spirochaetia	NA	NA	Spirochaetales	NA	NA	Spirochaetaceae	NA	Treponema	n
UP000000431	CHLTR	272561	Chlamydia trachomatis	895	77.6	bacteria_odb12	788	15.618617126024516	10.918424378812695	NA	NA	Bacteria	NA	Chlamydiae	NA	Chlamydiia	NA	NA	Chlamydiales	NA	NA	Chlamydiaceae	NA	Chlamydia	n
UP000000496	SIMNZ	331113	Simkania negevensis	2516	84.5	bacteria_odb12	1242	23.78481870415275	23.74257782435632	NA	NA	Bacteria	NA	Chlamydiae	NA	Chlamydiia	NA	NA	Parachlamydiales	NA	NA	Simkaniaceae	NA	Simkania	n
UP000001505	WADCW	716544	Waddlia chondrophila	1919	91.4	bacteria_odb12	1297	25.733574519939083	25.67957958910457	NA	NA	Bacteria	NA	Chlamydiae	NA	Chlamydiia	NA	NA	Parachlamydiales	NA	NA	Waddliaceae	NA	Waddlia	n
UP000000495	PARAV	765952	Parachlamydia acanthamoebae	2784	83.6	bacteria_odb12	1454	28.365795739132846	44.73798858624892	NA	NA	Bacteria	NA	Chlamydiae	NA	Chlamydiia	NA	NA	Parachlamydiales	NA	NA	Parachlamydiaceae	NA	Parachlamydia	n
UP000003688	PEDPL	320771	Pedosphaera parvula	6492	93.1	bacteria_odb12	2279	0	40.5894130760455	NA	NA	Bacteria	NA	Verrucomicrobia	NA	Verrucomicrobiae	NA	NA	Verrucomicrobiales	NA	NA	Verrucomicrobia subdivision 3	NA	Pedosphaera	n
UP000001031	AKKM8	349741	Akkermansia muciniphila	2137	92.2	bacteria_odb12	1441	32.5869391375549	22.731814692342244	NA	NA	Bacteria	NA	Verrucomicrobia	NA	Verrucomicrobiae	NA	NA	Verrucomicrobiales	NA	NA	Akkermansiaceae	NA	Akkermansia	n
UP000007013	OPITP	452637	Opitutus terrae	4588	92.2	bacteria_odb12	2116	40.78382862920375	30.691620513056968	NA	NA	Bacteria	NA	Verrucomicrobia	NA	Opitutae	NA	NA	Opitutales	NA	NA	Opitutaceae	NA	Opitutus	n
UP000000925	CORAD	583355	Coraliomargarita akajimensis	3110	94.8	bacteria_odb12	1745	34.08999529950705	25.872564816681287	NA	NA	Bacteria	NA	Verrucomicrobia	NA	Opitutae	NA	NA	Puniceicoccales	NA	NA	Puniceicoccaceae	NA	Coraliomargarita	n
UP000007881	PHYMF	1142394	Phycisphaera mikurensis	3269	84.5	bacteria_odb12	1692	37.867526349096636	22.1172922845083	NA	NA	Bacteria	NA	Planctomycetes	NA	Phycisphaerae	NA	NA	Phycisphaerales	NA	NA	Phycisphaeraceae	NA	Phycisphaera	n
UP000010798	SINAD	886293	Singulisphaera acidiphila	7126	88.8	bacteria_odb12	2287	0	35.58877607954935	NA	NA	Bacteria	NA	Planctomycetes	NA	Planctomycetia	NA	NA	Isosphaerales	NA	NA	Isosphaeraceae	NA	Singulisphaera	n
UP000001025	RHOBA	243090	Rhodopirellula baltica	7271	87.1	bacteria_odb12	2112	41.715247412349115	31.2546571920568	NA	NA	Bacteria	NA	Planctomycetes	NA	Planctomycetia	NA	NA	Pirellulales	NA	NA	Pirellulaceae	NA	Rhodopirellula	n
UP000002220	PLAL2	521674	Planctopirus limnophila	4258	88.8	bacteria_odb12	1852	39.064055474045134	25.22084153150855	NA	NA	Bacteria	NA	Planctomycetes	NA	Planctomycetia	NA	NA	Planctomycetales	NA	NA	Planctomycetaceae	NA	Planctopirus	n
UP000008963	HALMS	862908	Halobacteriovorax marinus	3230	93.1	bacteria_odb12	1605	35.05545111153906	27.39740940375595	NA	NA	Bacteria	NA	Proteobacteria	NA	Oligoflexia	NA	NA	Bacteriovoracales	NA	NA	Halobacteriovoraceae	NA	Halobacteriovorax	n
UP000008080	BDEBA	264462	Bdellovibrio bacteriovorus	3583	94	bacteria_odb12	1736	35.7251286934841	28.15913334011	NA	NA	Bacteria	NA	Proteobacteria	NA	Oligoflexia	NA	NA	Bdellovibrionales	NA	NA	Bdellovibrionaceae	NA	Bdellovibrio	n
UP000002019	CLOAI	459349	Candidatus Cloacimonas acidaminovorans	1813	95.7	bacteria_odb12	1283	0	19.26233933045485	NA	NA	Bacteria	NA	Candidatus Cloacimonetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	Candidatus Cloacimonas	n
UP000000517	FIBSS	59374	Fibrobacter succinogenes	2871	83.6	bacteria_odb12	1518	30.73343690357991	19.34142762008257	NA	NA	Bacteria	NA	Fibrobacteres	NA	Fibrobacteria	NA	NA	Fibrobacterales	NA	NA	Fibrobacteraceae	NA	Fibrobacter	n
UP000006700	CHLPM	290318	Chlorobium phaeovibrioides	1750	97.4	bacteria_odb12	1467	30.577307778682034	20.937720958809216	NA	NA	Bacteria	NA	Chlorobi	NA	Chlorobia	NA	NA	Chlorobiales	NA	NA	Chlorobiaceae	NA	Chlorobium	n
UP000009011	MELRP	1191523	Melioribacter roseus	2833	97.4	bacteria_odb12	1870	37.88046452294986	20.864515173674963	NA	NA	Bacteria	NA	Ignavibacteriae	NA	Ignavibacteria	NA	NA	Ignavibacteriales	NA	NA	Melioribacteraceae	NA	Melioribacter	n
UP000007394	IGNAJ	945713	Ignavibacterium album	3169	98.3	bacteria_odb12	1882	34.18360026054109	22.601251787765058	NA	NA	Bacteria	NA	Ignavibacteriae	NA	Ignavibacteria	NA	NA	Ignavibacteriales	NA	NA	Ignavibacteriaceae	NA	Ignavibacterium	n
UP000008674	SALRD	309807	Salinibacter ruber	2812	97.4	bacteria_odb12	1765	39.62624490946458	29.621286242778513	NA	NA	Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes Order II. Incertae sedis	NA	NA	Rhodothermaceae	NA	Salinibacter	n
UP000006657	ODOSD	709991	Odoribacter splanchnicus	3479	99.1	bacteria_odb12	1841	33.95717021961301	22.849215106236684	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Odoribacteraceae	NA	Odoribacter	n
UP000008718	PALPW	694427	Paludibacter propionicigenes	3020	98.3	bacteria_odb12	1833	34.72806709999616	25.86388009635761	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Paludibacteraceae	NA	Paludibacter	n
UP000006545	PORAD	879243	Porphyromonas asaccharolytica	1672	97.4	bacteria_odb12	1326	23.53609758655042	18.058815765900544	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Porphyromonadaceae	NA	Porphyromonas	n
UP000005436	TANFA	203275	Tannerella forsythia	2978	96.6	bacteria_odb12	1656	28.715225319996275	20.53168055169061	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Tannerellaceae	NA	Tannerella	n
UP000000927	PRER2	264731	Prevotella ruminicola	2761	95.7	bacteria_odb12	1731	29.974629756513636	21.10034181574119	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Prevotellaceae	NA	Prevotella	n
UP000002861	BACV8	435590	Phocaeicola vulgatus	3982	96.6	bacteria_odb12	2015	35.937287352528315	29.132427881163174	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	NA	NA	Phocaeicola	n
UP000008630	BACT6	693979	Bacteroides helcogenes	3240	98.3	bacteria_odb12	1861	32.79043026160251	26.762209682207875	NA	NA	Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	Bacteroidales	NA	NA	Bacteroidaceae	NA	Bacteroides	n
UP000007463	FLUTR	755732	Fluviicola taffensis	4016	98.3	bacteria_odb12	1857	32.93398716406268	54.29277122018895	NA	NA	Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	Flavobacteriales	NA	NA	Crocinitomicaceae	NA	Fluviicola	n
UP000005631	OWEHD	926562	Owenweeksia hongkongensis	3471	98.3	bacteria_odb12	1858	35.721789691258884	29.993751510144392	NA	NA	Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	Flavobacteriales	NA	NA	Schleiferiaceae	NA	Owenweeksia	n
UP000007487	CELLC	867900	Cellulophaga lytica	3281	97.4	bacteria_odb12	1926	37.54731400366389	27.841603787407042	NA	NA	Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	Flavobacteriales	NA	NA	Flavobacteriaceae	NA	Cellulophaga	n
UP000006051	ORNRL	867902	Ornithobacterium rhinotracheale	2138	98.3	bacteria_odb12	1489	27.59968280174986	17.58355255349636	NA	NA	Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	Flavobacteriales	NA	NA	Weeksellaceae	NA	Ornithobacterium	n
UP000002225	BLASP	600809	Blattabacterium sp. (Periplaneta americana)	581	81	bacteria_odb12	710	17.193670848500552	12.752388996056485	NA	NA	Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	Flavobacteriales	NA	NA	Blattabacteriaceae	NA	Blattabacterium	n
UP000007808	SPHS2	743722	Sphingobacterium sp. 21	5132	99.1	bacteria_odb12	2226	43.54335537787623	48.796985693811756	NA	NA	Bacteria	NA	Bacteroidetes	NA	Sphingobacteriia	NA	NA	Sphingobacteriales	NA	NA	Sphingobacteriaceae	NA	Sphingobacterium	n
UP000005438	NIAKG	700598	Niastella koreensis	7171	99.1	bacteria_odb12	2542	49.036349531432776	32.914105212166504	NA	NA	Bacteria	NA	Bacteroidetes	NA	Chitinophagia	NA	NA	Chitinophagales	NA	NA	Chitinophagaceae	NA	Niastella	n
UP000007519	SAPGL	984262	Saprospira grandis	4218	97.4	bacteria_odb12	1683	33.372068830304286	57.671284281081846	NA	NA	Bacteria	NA	Bacteroidetes	NA	Saprospiria	NA	NA	Saprospirales	NA	NA	Saprospiraceae	NA	Saprospira	n
UP000008461	HALH1	760192	Haliscomenobacter hydrossis	6704	97.4	bacteria_odb12	2493	47.724243952339066	39.55330769069172	NA	NA	Bacteria	NA	Bacteroidetes	NA	Saprospiria	NA	NA	Saprospirales	NA	NA	Haliscomenobacteraceae	NA	Haliscomenobacter	n
UP000006054	BERLS	880071	Bernardetia litoralis	3832	96.6	bacteria_odb12	1864	35.723907133064884	37.996540114328795	NA	NA	Bacteria	NA	Bacteroidetes	NA	Cytophagia	NA	NA	Cytophagales	NA	NA	Bernardetiaceae	NA	Bernardetia	n
UP000002011	DYAFD	471854	Dyadobacter fermentans	5703	97.4	bacteria_odb12	2305	44.76938922814281	33.435096109271875	NA	NA	Bacteria	NA	Bacteroidetes	NA	Cytophagia	NA	NA	Cytophagales	NA	NA	Cytophagaceae	NA	Dyadobacter	n
UP000001227	AMOA5	452471	Candidatus Amoebophilus asiaticus	1253	81.9	bacteria_odb12	864	12.332842465783097	15.579289167868614	NA	NA	Bacteria	NA	Bacteroidetes	NA	Cytophagia	NA	NA	Cytophagales	NA	NA	Amoebophilaceae	NA	Candidatus Amoebophilus	n
UP000008720	MARTH	643867	Marivirga tractuosa	3748	96.6	bacteria_odb12	1985	39.29103200247788	32.17259374013447	NA	NA	Bacteria	NA	Bacteroidetes	NA	Cytophagia	NA	NA	Cytophagales	NA	NA	Marivirgaceae	NA	Marivirga	n
UP000006050	BELBD	866536	Belliella baltica	3609	97.4	bacteria_odb12	1997	40.450099561056746	50.363391150535456	NA	NA	Bacteria	NA	Bacteroidetes	NA	Cytophagia	NA	NA	Cytophagales	NA	NA	Cyclobacteriaceae	NA	Belliella	n
